Time,Steps,Total Steps
04:16:00,0,8
04:17:00,0,8
04:18:00,0,8
04:19:00,0,8
04:20:00,0,8
04:21:00,0,8
04:22:00,0,8
04:23:00,0,8
04:24:00,0,8
04:25:00,0,8
04:26:00,0,8
04:27:00,0,8
04:28:00,0,8
04:29:00,0,8
04:30:00,0,8
04:31:00,0,8
04:32:00,0,8
04:33:00,0,8
04:34:00,0,8
04:35:00,0,8
04:36:00,0,8
04:37:00,0,8
04:38:00,0,8
04:39:00,0,8
04:40:00,0,8
04:41:00,0,8
04:42:00,0,8
04:43:00,0,8
04:44:00,0,8
04:45:00,0,8
04:46:00,0,8
04:47:00,0,8
04:48:00,0,8
04:49:00,0,8
04:50:00,0,8
04:51:00,0,8
04:52:00,0,8
04:53:00,0,8
04:54:00,0,8
04:55:00,0,8
04:56:00,0,8
04:57:00,0,8
04:58:00,0,8
04:59:00,0,8
05:00:00,0,8
05:01:00,0,8
05:02:00,7,15
05:03:00,0,15
05:04:00,0,15
05:05:00,0,15
05:06:00,0,15
05:07:00,0,15
05:08:00,0,15
05:09:00,0,15
05:10:00,0,15
05:11:00,0,15
05:12:00,0,15
05:13:00,0,15
05:14:00,0,15
05:15:00,0,15
05:16:00,0,15
05:17:00,0,15
05:18:00,0,15
05:19:00,0,15
05:20:00,0,15
05:21:00,0,15
05:22:00,0,15
05:23:00,0,15
05:24:00,0,15
05:25:00,0,15
05:26:00,0,15
05:27:00,0,15
05:28:00,0,15
05:29:00,0,15
05:30:00,0,15
05:31:00,0,15
05:32:00,0,15
05:33:00,0,15
05:34:00,0,15
05:35:00,0,15
05:36:00,0,15
05:37:00,0,15
05:38:00,0,15
05:39:00,0,15
05:40:00,0,15
05:41:00,0,15
05:42:00,0,15
05:43:00,0,15
05:44:00,0,15
05:45:00,0,15
05:46:00,0,15
05:47:00,0,15
05:48:00,0,15
05:49:00,0,15
05:50:00,0,15
05:51:00,0,15
05:52:00,0,15
05:53:00,0,15
05:54:00,0,15
05:55:00,0,15
05:56:00,0,15
05:57:00,0,15
05:58:00,0,15
05:59:00,0,15
06:00:00,0,15
06:01:00,0,15
06:02:00,0,15
06:03:00,0,15
06:04:00,0,15
06:05:00,0,15
06:06:00,0,15
06:07:00,0,15
06:08:00,0,15
06:09:00,0,15
06:10:00,0,15
06:11:00,0,15
06:12:00,0,15
06:13:00,0,15
06:14:00,0,15
06:15:00,0,15
06:16:00,0,15
06:17:00,0,15
06:18:00,0,15
06:19:00,0,15
06:20:00,0,15
06:21:00,0,15
06:22:00,0,15
06:23:00,0,15
06:24:00,0,15
06:25:00,0,15
06:26:00,0,15
06:27:00,0,15
06:28:00,0,15
06:29:00,0,15
06:30:00,0,15
06:31:00,0,15
06:32:00,0,15
06:33:00,0,15
06:34:00,0,15
06:35:00,0,15
06:36:00,0,15
06:37:00,0,15
06:38:00,0,15
06:39:00,0,15
06:40:00,0,15
06:41:00,0,15
06:42:00,0,15
06:43:00,0,15
06:44:00,0,15
06:45:00,0,15
06:46:00,0,15
06:47:00,0,15
06:48:00,0,15
06:49:00,0,15
06:50:00,0,15
06:51:00,0,15
06:52:00,0,15
06:53:00,0,15
06:54:00,0,15
06:55:00,0,15
06:56:00,0,15
06:57:00,0,15
06:58:00,0,15
06:59:00,0,15
07:00:00,0,15
07:01:00,0,15
07:02:00,0,15
07:03:00,0,15
07:04:00,0,15
07:05:00,0,15
07:06:00,0,15
07:07:00,0,15
07:08:00,0,15
07:09:00,0,15
07:10:00,0,15
07:11:00,0,15
07:12:00,0,15
07:13:00,0,15
07:14:00,0,15
07:15:00,0,15
07:16:00,0,15
07:17:00,0,15
07:18:00,0,15
07:19:00,0,15
07:20:00,0,15
07:21:00,0,15
07:22:00,0,15
07:23:00,0,15
07:24:00,0,15
07:25:00,0,15
07:26:00,0,15
07:27:00,0,15
07:28:00,0,15
07:29:00,0,15
07:30:00,0,15
07:31:00,0,15
07:32:00,0,15
07:33:00,0,15
07:34:00,0,15
07:35:00,0,15
07:36:00,0,15
07:37:00,0,15
07:38:00,0,15
07:39:00,0,15
07:40:00,0,15
07:41:00,0,15
07:42:00,19,34
07:43:00,6,40
07:44:00,0,40
07:45:00,0,40
07:46:00,0,40
07:47:00,0,40
07:48:00,0,40
07:49:00,0,40
07:50:00,0,40
07:51:00,0,40
07:52:00,0,40
07:53:00,0,40
07:54:00,0,40
07:55:00,0,40
07:56:00,0,40
07:57:00,0,40
07:58:00,0,40
07:59:00,0,40
08:00:00,0,40
08:01:00,0,40
08:02:00,0,40
08:03:00,0,40
08:04:00,0,40
08:05:00,0,40
08:06:00,0,40
08:07:00,0,40
08:08:00,0,40
08:09:00,0,40
08:10:00,0,40
08:11:00,0,40
08:12:00,0,40
08:13:00,0,40
08:14:00,0,40
08:15:00,0,40
08:16:00,0,40
08:17:00,0,40
08:18:00,0,40
08:19:00,0,40
08:20:00,0,40
08:21:00,0,40
08:22:00,0,40
08:23:00,0,40
08:24:00,0,40
08:25:00,0,40
08:26:00,0,40
08:27:00,0,40
08:28:00,0,40
08:29:00,0,40
08:30:00,0,40
08:31:00,0,40
08:32:00,0,40
08:33:00,0,40
08:34:00,0,40
08:35:00,0,40
08:36:00,0,40
08:37:00,0,40
08:38:00,0,40
08:39:00,0,40
08:40:00,0,40
08:41:00,7,47
08:42:00,6,53
08:43:00,7,60
08:44:00,0,60
08:45:00,25,85
08:46:00,29,114
08:47:00,3,117
08:48:00,5,122
08:49:00,0,122
08:50:00,6,128
08:51:00,0,128
08:52:00,7,135
08:53:00,6,141
08:54:00,15,156
08:55:00,26,182
08:56:00,16,198
08:57:00,11,209
08:58:00,4,213
08:59:00,7,220
09:00:00,12,232
09:01:00,10,242
09:02:00,0,242
09:03:00,9,251
09:04:00,0,251
09:05:00,29,280
09:06:00,28,308
09:07:00,26,334
09:08:00,41,375
09:09:00,17,392
09:10:00,11,403
09:11:00,0,403
09:12:00,7,410
09:13:00,0,410
09:14:00,0,410
09:15:00,0,410
09:16:00,0,410
09:17:00,10,420
09:18:00,0,420
09:19:00,0,420
09:20:00,0,420
09:21:00,0,420
09:22:00,0,420
09:23:00,0,420
09:24:00,0,420
09:25:00,0,420
09:26:00,0,420
09:27:00,0,420
09:28:00,0,420
09:29:00,0,420
09:30:00,0,420
09:31:00,0,420
09:32:00,0,420
09:33:00,0,420
09:34:00,0,420
09:35:00,0,420
09:36:00,15,435
09:37:00,9,444
09:38:00,9,453
09:39:00,0,453
09:40:00,5,458
09:41:00,7,465
09:42:00,0,465
09:43:00,18,483
09:44:00,0,483
09:45:00,6,489
09:46:00,0,489
09:47:00,0,489
09:48:00,0,489
09:49:00,0,489
09:50:00,0,489
09:51:00,0,489
09:52:00,0,489
09:53:00,0,489
09:54:00,0,489
09:55:00,0,489
09:56:00,0,489
09:57:00,0,489
09:58:00,0,489
09:59:00,6,495
10:00:00,0,495
10:01:00,60,555
10:02:00,0,555
10:03:00,6,561
10:04:00,0,561
10:05:00,0,561
10:06:00,9,570
10:07:00,0,570
10:08:00,8,578
10:09:00,16,594
10:10:00,34,628
10:11:00,9,637
10:12:00,0,637
10:13:00,17,654
10:14:00,5,659
10:15:00,10,669
10:16:00,7,676
10:17:00,15,691
10:18:00,36,727
10:19:00,14,741
10:20:00,0,741
10:21:00,0,741
10:22:00,23,764
10:23:00,46,810
10:24:00,13,823
10:25:00,34,857
10:26:00,20,877
10:27:00,24,901
10:28:00,14,915
10:29:00,17,932
10:30:00,32,964
10:31:00,56,1020
10:32:00,50,1070
10:33:00,33,1103
10:34:00,0,1103
10:35:00,25,1128
10:36:00,27,1155
10:37:00,38,1193
10:38:00,53,1246
10:39:00,25,1271
10:40:00,36,1307
10:41:00,21,1328
10:42:00,35,1363
10:43:00,0,1363
10:44:00,7,1370
10:45:00,0,1370
10:46:00,0,1370
10:47:00,0,1370
10:48:00,0,1370
10:49:00,0,1370
10:50:00,0,1370
10:51:00,0,1370
10:52:00,0,1370
10:53:00,7,1377
10:54:00,10,1387
10:55:00,0,1387
10:56:00,0,1387
10:57:00,0,1387
10:58:00,0,1387
10:59:00,0,1387
11:00:00,0,1387
11:01:00,0,1387
11:02:00,0,1387
11:03:00,0,1387
11:04:00,8,1395
11:05:00,0,1395
11:06:00,41,1436
11:07:00,12,1448
11:08:00,33,1481
11:09:00,94,1575
11:10:00,101,1676
11:11:00,108,1784
11:12:00,74,1858
11:13:00,105,1963
11:14:00,108,2071
11:15:00,75,2146
11:16:00,85,2231
11:17:00,102,2333
11:18:00,90,2423
11:19:00,78,2501
11:20:00,87,2588
11:21:00,77,2665
11:22:00,56,2721
11:23:00,80,2801
11:24:00,67,2868
11:25:00,82,2950
11:26:00,74,3024
11:27:00,36,3060
11:28:00,78,3138
11:29:00,89,3227
11:30:00,103,3330
11:31:00,68,3398
11:32:00,86,3484
11:33:00,42,3526
11:34:00,61,3587
11:35:00,32,3619
11:36:00,84,3703
11:37:00,75,3778
11:38:00,100,3878
11:39:00,78,3956
11:40:00,18,3974
11:41:00,33,4007
11:42:00,94,4101
11:43:00,113,4214
11:44:00,102,4316
11:45:00,100,4416
11:46:00,111,4527
11:47:00,95,4622
11:48:00,107,4729
11:49:00,85,4814
11:50:00,96,4910
11:51:00,95,5005
11:52:00,81,5086
11:53:00,72,5158
11:54:00,78,5236
11:55:00,44,5280
11:56:00,0,5280
11:57:00,37,5317
11:58:00,0,5317
11:59:00,9,5326
12:00:00,0,5326
12:01:00,0,5326
12:02:00,0,5326
12:03:00,0,5326
12:04:00,0,5326
12:05:00,0,5326
12:06:00,0,5326
12:07:00,0,5326
12:08:00,6,5332
12:09:00,13,5345
12:10:00,0,5345
12:11:00,0,5345
12:12:00,0,5345
12:13:00,0,5345
12:14:00,0,5345
12:15:00,0,5345
12:16:00,0,5345
12:17:00,17,5362
12:18:00,14,5376
12:19:00,4,5380
12:20:00,0,5380
12:21:00,0,5380
12:22:00,27,5407
12:23:00,29,5436
12:24:00,33,5469
12:25:00,0,5469
12:26:00,36,5505
12:27:00,33,5538
12:28:00,42,5580
12:29:00,61,5641
12:30:00,11,5652
12:31:00,7,5659
12:32:00,0,5659
12:33:00,0,5659
12:34:00,0,5659
12:35:00,0,5659
12:36:00,0,5659
12:37:00,0,5659
12:38:00,0,5659
12:39:00,0,5659
12:40:00,0,5659
12:41:00,0,5659
12:42:00,4,5663
12:43:00,65,5728
12:44:00,54,5782
12:45:00,69,5851
12:46:00,88,5939
12:47:00,89,6028
12:48:00,18,6046
12:49:00,31,6077
12:50:00,23,6100
12:51:00,0,6100
12:52:00,20,6120
12:53:00,42,6162
12:54:00,27,6189
12:55:00,14,6203
12:56:00,0,6203
12:57:00,23,6226
12:58:00,15,6241
12:59:00,28,6269
13:00:00,37,6306
13:01:00,0,6306
13:02:00,10,6316
13:03:00,19,6335
13:04:00,18,6353
13:05:00,22,6375
13:06:00,0,6375
13:07:00,0,6375
13:08:00,23,6398
13:09:00,12,6410
13:10:00,6,6416
13:11:00,0,6416
13:12:00,21,6437
13:13:00,38,6475
13:14:00,15,6490
13:15:00,6,6496
13:16:00,14,6510
13:17:00,43,6553
13:18:00,73,6626
13:19:00,19,6645
13:20:00,19,6664
13:21:00,0,6664
13:22:00,0,6664
13:23:00,0,6664
13:24:00,0,6664
13:25:00,0,6664
13:26:00,9,6673
13:27:00,54,6727
13:28:00,21,6748
13:29:00,33,6781
13:30:00,10,6791
13:31:00,0,6791
13:32:00,37,6828
13:33:00,28,6856
13:34:00,55,6911
13:35:00,13,6924
13:36:00,0,6924
13:37:00,0,6924
13:38:00,0,6924
13:39:00,0,6924
13:40:00,0,6924
13:41:00,16,6940
13:42:00,0,6940
13:43:00,0,6940
13:44:00,0,6940
13:45:00,0,6940
13:46:00,0,6940
13:47:00,0,6940
13:48:00,0,6940
13:49:00,0,6940
13:50:00,0,6940
13:51:00,0,6940
13:52:00,0,6940
13:53:00,0,6940
13:54:00,0,6940
13:55:00,0,6940
13:56:00,32,6972
13:57:00,80,7052
13:58:00,63,7115
13:59:00,18,7133
14:00:00,6,7139
14:01:00,24,7163
14:02:00,6,7169
14:03:00,46,7215
14:04:00,9,7224
14:05:00,12,7236
14:06:00,0,7236
14:07:00,0,7236
14:08:00,0,7236
14:09:00,0,7236
14:10:00,0,7236
14:11:00,0,7236
14:12:00,0,7236
14:13:00,0,7236
14:14:00,0,7236
14:15:00,0,7236
14:16:00,0,7236
14:17:00,0,7236
14:18:00,0,7236
14:19:00,0,7236
14:20:00,0,7236
14:21:00,0,7236
14:22:00,0,7236
14:23:00,0,7236
14:24:00,0,7236
14:25:00,0,7236
14:26:00,0,7236
14:27:00,0,7236
14:28:00,0,7236
14:29:00,0,7236
14:30:00,0,7236
14:31:00,0,7236
14:32:00,0,7236
14:33:00,0,7236
14:34:00,0,7236
14:35:00,0,7236
14:36:00,0,7236
14:37:00,0,7236
14:38:00,0,7236
14:39:00,0,7236
14:40:00,8,7244
14:41:00,29,7273
14:42:00,0,7273
14:43:00,0,7273
14:44:00,0,7273
14:45:00,0,7273
14:46:00,9,7282
14:47:00,11,7293
14:48:00,0,7293
14:49:00,0,7293
14:50:00,0,7293
14:51:00,0,7293
14:52:00,0,7293
14:53:00,0,7293
14:54:00,15,7308
14:55:00,0,7308
14:56:00,0,7308
14:57:00,0,7308
14:58:00,0,7308
14:59:00,17,7325
15:00:00,7,7332
15:01:00,7,7339
15:02:00,0,7339
15:03:00,0,7339
15:04:00,0,7339
15:05:00,0,7339
15:06:00,0,7339
15:07:00,0,7339
15:08:00,20,7359
15:09:00,8,7367
15:10:00,22,7389
15:11:00,13,7402
15:12:00,14,7416
15:13:00,0,7416
15:14:00,0,7416
15:15:00,0,7416
15:16:00,0,7416
15:17:00,0,7416
15:18:00,0,7416
15:19:00,0,7416
15:20:00,0,7416
15:21:00,0,7416
15:22:00,0,7416
15:23:00,0,7416
15:24:00,0,7416
15:25:00,0,7416
15:26:00,0,7416
15:27:00,0,7416
15:28:00,0,7416
15:29:00,0,7416
15:30:00,0,7416
15:31:00,0,7416
15:32:00,0,7416
15:33:00,0,7416
15:34:00,0,7416
15:35:00,0,7416
15:36:00,0,7416
15:37:00,0,7416
15:38:00,0,7416
15:39:00,22,7438
15:40:00,0,7438
15:41:00,29,7467
15:42:00,0,7467
15:43:00,9,7476
15:44:00,0,7476
15:45:00,0,7476
15:46:00,0,7476
15:47:00,0,7476
15:48:00,0,7476
15:49:00,0,7476
15:50:00,0,7476
15:51:00,0,7476
15:52:00,0,7476
15:53:00,0,7476
15:54:00,0,7476
15:55:00,0,7476
15:56:00,0,7476
15:57:00,0,7476
15:58:00,0,7476
15:59:00,0,7476
16:00:00,0,7476
16:01:00,0,7476
16:02:00,0,7476
16:03:00,0,7476
16:04:00,0,7476
16:05:00,0,7476
16:06:00,0,7476
16:07:00,0,7476
16:08:00,0,7476
16:09:00,0,7476
16:10:00,0,7476
16:11:00,0,7476
16:12:00,0,7476
16:13:00,0,7476
16:14:00,0,7476
16:15:00,0,7476
16:16:00,0,7476
16:17:00,48,7524
16:18:00,37,7561
16:19:00,19,7580
16:20:00,0,7580
16:21:00,0,7580
16:22:00,0,7580
16:23:00,0,7580
16:24:00,0,7580
16:25:00,0,7580
16:26:00,0,7580
16:27:00,0,7580
16:28:00,0,7580
16:29:00,0,7580
16:30:00,0,7580
16:31:00,0,7580
16:32:00,0,7580
16:33:00,6,7586
16:34:00,0,7586
16:35:00,0,7586
16:36:00,0,7586
16:37:00,0,7586
16:38:00,0,7586
16:39:00,0,7586
16:40:00,0,7586
16:41:00,0,7586
16:42:00,0,7586
16:43:00,0,7586
16:44:00,0,7586
16:45:00,4,7590
16:46:00,18,7608
16:47:00,21,7629
16:48:00,0,7629
16:49:00,0,7629
16:50:00,0,7629
16:51:00,0,7629
16:52:00,0,7629
16:53:00,0,7629
16:54:00,0,7629
16:55:00,0,7629
16:56:00,0,7629
16:57:00,17,7646
16:58:00,10,7656
16:59:00,11,7667
17:00:00,0,7667
17:01:00,0,7667
17:02:00,0,7667
17:03:00,0,7667
17:04:00,0,7667
17:05:00,0,7667
17:06:00,0,7667
17:07:00,6,7673
17:08:00,6,7679
17:09:00,7,7686
17:10:00,0,7686
17:11:00,0,7686
17:12:00,9,7695
17:13:00,0,7695
17:14:00,0,7695
17:15:00,0,7695
17:16:00,0,7695
17:17:00,0,7695
17:18:00,0,7695
17:19:00,0,7695
17:20:00,0,7695
17:21:00,0,7695
17:22:00,0,7695
17:23:00,0,7695
17:24:00,0,7695
17:25:00,0,7695
17:26:00,0,7695
17:27:00,0,7695
17:28:00,0,7695
17:29:00,0,7695
17:30:00,9,7704
17:31:00,46,7750
17:32:00,29,7779
17:33:00,22,7801
17:34:00,28,7829
17:35:00,0,7829
17:36:00,40,7869
17:37:00,24,7893
17:38:00,31,7924
17:39:00,5,7929
17:40:00,6,7935
17:41:00,0,7935
17:42:00,0,7935
17:43:00,0,7935
17:44:00,0,7935
17:45:00,0,7935
17:46:00,0,7935
17:47:00,0,7935
17:48:00,0,7935
17:49:00,94,8029
17:50:00,107,8136
17:51:00,65,8201
17:52:00,65,8266
17:53:00,100,8366
17:54:00,58,8424
17:55:00,0,8424
17:56:00,0,8424
17:57:00,0,8424
17:58:00,0,8424
17:59:00,0,8424
18:00:00,0,8424
18:01:00,0,8424
18:02:00,0,8424
18:03:00,0,8424
18:04:00,0,8424
18:05:00,0,8424
18:06:00,0,8424
18:07:00,0,8424
18:08:00,0,8424
18:09:00,0,8424
18:10:00,0,8424
18:11:00,13,8437
18:12:00,49,8486
18:13:00,0,8486
18:14:00,0,8486
18:15:00,14,8500
18:16:00,0,8500
18:17:00,0,8500
18:18:00,38,8538
18:19:00,6,8544
18:20:00,6,8550
18:21:00,25,8575
18:22:00,0,8575
18:23:00,0,8575
18:24:00,0,8575
18:25:00,0,8575
18:26:00,0,8575
18:27:00,0,8575
18:28:00,0,8575
18:29:00,10,8585
18:30:00,41,8626
18:31:00,0,8626
18:32:00,0,8626
18:33:00,0,8626
18:34:00,10,8636
18:35:00,0,8636
18:36:00,0,8636
18:37:00,0,8636
18:38:00,14,8650
18:39:00,0,8650
18:40:00,0,8650
18:41:00,0,8650
18:42:00,0,8650
18:43:00,0,8650
18:44:00,0,8650
18:45:00,0,8650
18:46:00,0,8650
18:47:00,0,8650
18:48:00,0,8650
18:49:00,0,8650
18:50:00,0,8650
18:51:00,0,8650
18:52:00,0,8650
18:53:00,0,8650
18:54:00,0,8650
18:55:00,0,8650
18:56:00,0,8650
18:57:00,0,8650
18:58:00,0,8650
18:59:00,0,8650
19:00:00,0,8650
19:01:00,0,8650
19:02:00,0,8650
19:03:00,0,8650
19:04:00,0,8650
19:05:00,0,8650
19:06:00,0,8650
19:07:00,0,8650
19:08:00,0,8650
19:09:00,14,8664
19:10:00,55,8719
19:11:00,24,8743
19:12:00,63,8806
19:13:00,63,8869
19:14:00,10,8879
19:15:00,0,8879
19:16:00,0,8879
19:17:00,0,8879
19:18:00,0,8879
19:19:00,0,8879
19:20:00,0,8879
19:21:00,0,8879
19:22:00,0,8879
19:23:00,0,8879
19:24:00,0,8879
19:25:00,0,8879
19:26:00,0,8879
19:27:00,0,8879
19:28:00,0,8879
19:29:00,0,8879
19:30:00,0,8879
19:31:00,0,8879
19:32:00,0,8879
19:33:00,0,8879
19:34:00,0,8879
19:35:00,0,8879
19:36:00,0,8879
19:37:00,13,8892
19:38:00,29,8921
19:39:00,15,8936
19:40:00,6,8942
19:41:00,0,8942
19:42:00,0,8942
19:43:00,12,8954
19:44:00,0,8954
19:45:00,0,8954
19:46:00,0,8954
19:47:00,0,8954
19:48:00,0,8954
19:49:00,0,8954
19:50:00,0,8954
19:51:00,0,8954
19:52:00,0,8954
19:53:00,0,8954
19:54:00,0,8954
19:55:00,0,8954
19:56:00,0,8954
19:57:00,0,8954
19:58:00,0,8954
19:59:00,0,8954
20:00:00,0,8954
20:01:00,0,8954
20:02:00,0,8954
20:03:00,0,8954
20:04:00,0,8954
20:05:00,0,8954
20:06:00,0,8954
20:07:00,0,8954
20:08:00,0,8954
20:09:00,0,8954
20:10:00,0,8954
20:11:00,0,8954
20:12:00,0,8954
20:13:00,0,8954
20:14:00,0,8954
20:15:00,0,8954
20:16:00,0,8954
20:17:00,0,8954
20:18:00,0,8954
20:19:00,0,8954
20:20:00,0,8954
20:21:00,0,8954
20:22:00,0,8954
20:23:00,0,8954
20:24:00,0,8954
20:25:00,0,8954
20:26:00,0,8954
20:27:00,0,8954
20:28:00,0,8954
20:29:00,11,8965
20:30:00,12,8977
20:31:00,0,8977
20:32:00,0,8977
20:33:00,0,8977
20:34:00,0,8977
20:35:00,0,8977
20:36:00,8,8985
20:37:00,0,8985
20:38:00,0,8985
20:39:00,0,8985
20:40:00,0,8985
20:41:00,19,9004
20:42:00,6,9010
20:43:00,30,9040
20:44:00,0,9040
20:45:00,9,9049
20:46:00,0,9049
20:47:00,0,9049
20:48:00,0,9049
20:49:00,0,9049
20:50:00,0,9049
20:51:00,0,9049
20:52:00,0,9049
20:53:00,0,9049
20:54:00,0,9049
20:55:00,0,9049
20:56:00,0,9049
20:57:00,0,9049
20:58:00,7,9056
20:59:00,0,9056
21:00:00,0,9056
21:01:00,0,9056
21:02:00,0,9056
21:03:00,0,9056
21:04:00,0,9056
21:05:00,0,9056
21:06:00,0,9056
21:07:00,0,9056
21:08:00,0,9056
21:09:00,0,9056
21:10:00,0,9056
21:11:00,0,9056
21:12:00,0,9056
21:13:00,34,9090
21:14:00,7,9097
21:15:00,0,9097
21:16:00,42,9139
21:17:00,22,9161
21:18:00,1,9162
21:19:00,0,9162
21:20:00,0,9162
21:21:00,0,9162
21:22:00,0,9162
21:23:00,0,9162
21:24:00,0,9162
21:25:00,0,9162
21:26:00,0,9162
21:27:00,0,9162
21:28:00,0,9162
21:29:00,0,9162
21:30:00,0,9162
21:31:00,0,9162
21:32:00,0,9162
21:33:00,0,9162
21:34:00,0,9162
21:35:00,0,9162
21:36:00,0,9162
21:37:00,0,9162
21:38:00,0,9162
21:39:00,0,9162
21:40:00,0,9162
21:41:00,0,9162
21:42:00,0,9162
21:43:00,0,9162
21:44:00,0,9162
21:45:00,0,9162
21:46:00,0,9162
21:47:00,0,9162
21:48:00,0,9162
21:49:00,0,9162
21:50:00,0,9162
21:51:00,0,9162
21:52:00,0,9162
21:53:00,0,9162
21:54:00,0,9162
21:55:00,0,9162
21:56:00,0,9162
21:57:00,0,9162
21:58:00,0,9162
21:59:00,0,9162
22:00:00,0,9162
22:01:00,0,9162
22:02:00,0,9162
22:03:00,0,9162
22:04:00,0,9162
22:05:00,0,9162
22:06:00,0,9162
